user_utterance,bot_response,source
that's for sure.,don't worry about what people think.,original
why not?,"number one, it's too slow.",original
"number one, it's too slow.",you're right. a car is faster.,original
you're right. a car is faster.,"number two, it's usually late.",original
"number two, it's usually late.",you're right. the buses are never on time.,original
you're right. the buses are never on time.,"number three, it doesn't run 24 hours.",original
"number three, it doesn't run 24 hours.",you're right. buses don't run late at night.,original
you're right. buses don't run late at night.,"number four, it's too crowded.",original
"number four, it's too crowded.",you're right. you have to stand in the aisle.,original
you're right. you have to stand in the aisle.,"number five, it's unsafe.",original
"number five, it's unsafe.",you're right. bad guys might rob you.,original
we had a problem at school.,what was the problem?,original
what was the problem?,someone cut the tires.,original
someone cut the tires.,what tires?,original
what tires?,the tires on the cars.,original
the tires on the cars.,where were the cars?,original
where were the cars?,they were in the student parking lot.,original
they were in the student parking lot.,how many tires were cut?,original
how many tires were cut?,one or two tires were cut on each car.,original
one or two tires were cut on each car.,how many cars?,original
how many cars?,eleven cars.,original
eleven cars.,that's terrible. i hope they catch the person.,original
life isn't fair.,it sure isn't.,original
it sure isn't.,i got a ticket yesterday.,original
i got a ticket yesterday.,what for?,original
what for?,i was crossing the street.,original
i was crossing the street.,were you in a crosswalk?,original
were you in a crosswalk?,"yes, but the red hand was blinking.",original
"yes, but the red hand was blinking.",so? that's a ticket?,original
so? that's a ticket?,"yes, it's a $140 ticket.",original
"yes, it's a $140 ticket.",that's not right!,original
that's not right!,"when i started to cross the street, the white walk sign was blinking.",original
"when i started to cross the street, the white walk sign was blinking.",you need to walk faster.,original
you're driving too fast.,why do you say that?,original
why do you say that?,the speed limit is 65.,original
the speed limit is 65.,i know that.,original
i know that.,but you're doing 75.,original
but you're doing 75.,so is everyone else.,original
so is everyone else.,but a cop might stop you.,original
but a cop might stop you.,"no, he won't. some cars are doing 85.",original
"no, he won't. some cars are doing 85.",so the cop will stop those cars?,original
so the cop will stop those cars?,of course. he stops the fastest cars.,original
of course. he stops the fastest cars.,my friend got a ticket for doing 75.,original
my friend got a ticket for doing 75.,your friend was unlucky.,original
remember to put air in your tires.,how often do i have to do that?,original
how often do i have to do that?,once every two months.,original
once every two months.,that's a lot.,original
that's a lot.,what do you mean?,original
what do you mean?,that's six times a year!,original
that's six times a year!,"yes, and it takes about five minutes each time.",original
"yes, and it takes about five minutes each time.",i'll try.,original
i'll try.,check your tires or you'll get a flat.,original
check your tires or you'll get a flat.,oh. that's not good.,original
oh. that's not good.,"no, it isn't. a flat costs you time and money.",original
"no, it isn't. a flat costs you time and money.",and i don't have either.,original
you're driving too fast.,i'm in a hurry.,original
i'm in a hurry.,don't ever be in a hurry.,original
don't ever be in a hurry.,it's not my fault. you didn't wake me up.,original
it's not my fault. you didn't wake me up.,that's not my fault. you didn't tell me to wake you up.,original
that's not my fault. you didn't tell me to wake you up.,"well, i meant to.",original
"well, i meant to.",don't ever be in a hurry when you're driving.,original
don't ever be in a hurry when you're driving.,why not?,original
why not?,because you'll have an accident. most accidents are because people are in a hurry.,original
because you'll have an accident. most accidents are because people are in a hurry.,how do you know that?,original
how do you know that?,i read a lot.,original
i read a lot.,i thought drunks caused most accidents.,original
let's go for a ride.,where are we going?,original
where are we going?,into the mountains.,original
into the mountains.,that sounds nice.,original
that sounds nice.,i want to show you my new car.,original
i want to show you my new car.,you bought a new car?,original
you bought a new car?,yes. i bought a cadillac.,original
yes. i bought a cadillac.,a luxury car.,original
a luxury car.,luxury plus speed.,original
luxury plus speed.,what are we waiting for?,original
what are we waiting for?,let me get the keys.,original
let me get the keys.,let me get my camera.,original
i have to go to the bathroom.,why didn't you go before we left?,original
why didn't you go before we left?,"i did, but i have to go again.",original
"i did, but i have to go again.","well, hold on a little longer.",original
"well, hold on a little longer.",i think i'm going to explode.,original
i think i'm going to explode.,just hold on.,original
just hold on.,oh! don't hit any more bumps!,original
oh! don't hit any more bumps!,we'll be at mcdonald's in just a few minutes.,original
we'll be at mcdonald's in just a few minutes.,i hope they are fast minutes.,original
i hope they are fast minutes.,think about something else. think about a hamburger.,original
think about something else. think about a hamburger.,"i'm thinking, but i still have to go.",original
"i'm thinking, but i still have to go.",it's the next exit. hold on!,original
where's the car?,what do you mean?,original
what do you mean?,the car isn't here.,original
the car isn't here.,where did you park it?,original
where did you park it?,i parked it right here.,original
i parked it right here.,are you sure?,original
are you sure?,yes. i remember this big tree.,original
yes. i remember this big tree.,maybe it's the wrong tree.,original
maybe it's the wrong tree.,"no, this is the tree.",original
"no, this is the tree.",did someone steal it?,original
did someone steal it?,i sure hope not.,original
i sure hope not.,maybe they towed it away.,original
look at this traffic.,i'd rather not.,original
i'd rather not.,it gets worse every year.,original
it gets worse every year.,why are you complaining? we're going almost 20 miles an hour.,original
why are you complaining? we're going almost 20 miles an hour.,the speed limit is 65!,original
the speed limit is 65!,"well, that's between 2:00 and 4:00 a.m.",original
"well, that's between 2:00 and 4:00 a.m.",where are all these people going?,original
where are all these people going?,they're all asking the same question.,original
they're all asking the same question.,when are they going to fix this problem?,original
when are they going to fix this problem?,they said they need more money.,original
they said they need more money.,they always need more money.,original
they always need more money.,it'll get worse before it gets better.,original
did you see that car?,"yes, he went through the red light.",original
"yes, he went through the red light.",can we call the police?,original
can we call the police?,"no, the police don't care.",original
"no, the police don't care.",why not?,original
why not?,they have to see it happen.,original
they have to see it happen.,they don't believe us?,original
they don't believe us?,no. they can only give a ticket if they see it happen.,original
no. they can only give a ticket if they see it happen.,"so, what do we do?",original
"so, what do we do?",we don't do anything.,original
we don't do anything.,maybe we should honk the horn next time.,original
maybe we should honk the horn next time.,the driver will just honk back at us.,original
my car is dirty.,why don't you wash it?,original
why don't you wash it?,that's what i'm going to do.,original
that's what i'm going to do.,are you going to wash it yourself?,original
are you going to wash it yourself?,of course. it's not a hard job.,original
of course. it's not a hard job.,i'll help you.,original
i'll help you.,"okay, i'll get a bucket.",original
"okay, i'll get a bucket.",i'll rinse the car first.,original
i'll rinse the car first.,then we can scrub it with a wet sponge and soap.,original
then we can scrub it with a wet sponge and soap.,"after that, we can dry it with a towel.",original
"after that, we can dry it with a towel.",then it will look like new,original
then it will look like new,and you save $10.,original
it sure is windy today.,paper is flying everywhere.,original
paper is flying everywhere.,this wind is dangerous for drivers.,original
this wind is dangerous for drivers.,especially for drivers of big trucks.,original
especially for drivers of big trucks.,the wind blows those trucks over.,original
the wind blows those trucks over.,"it blows trees over, too.",original
"it blows trees over, too.",a tree fell onto my dad's car.,original
a tree fell onto my dad's car.,was there much damage?,original
was there much damage?,my dad had to buy a new car.,original
my dad had to buy a new car.,wow! that's terrible.,original
wow! that's terrible.,never park your car under a tree.,original
never park your car under a tree.,"the wind will get you, or the birds will get you.",original
when are we going to stop?,we'll stop at the next mcdonald's.,original
we'll stop at the next mcdonald's.,how far away is that?,original
how far away is that?,i think we'll be there in half an hour.,original
i think we'll be there in half an hour.,i hope so. i have to go to the bathroom.,original
i hope so. i have to go to the bathroom.,"well, i can always pull over.",original
"well, i can always pull over.","no, thank you, i'll just wait.",original
"no, thank you, i'll just wait.",we can kill two birds with one stone.,original
we can kill two birds with one stone.,what do you mean?,original
what do you mean?,"while you're using the bathroom, i'll order some food.",original
"while you're using the bathroom, i'll order some food.",don't order for me. i'm not hungry.,original
don't order for me. i'm not hungry.,"i'm very hungry. i'll order for you, and then i'll eat yours.",original
this is such a long light.,look how many cars are waiting in line.,original
look how many cars are waiting in line.,they need a left-turn arrow.,original
they need a left-turn arrow.,only two cars can make a left turn every three or four minutes.,original
only two cars can make a left turn every three or four minutes.,we'll be here forever.,original
we'll be here forever.,get out of this lane.,original
get out of this lane.,but we need to turn left.,original
but we need to turn left.,forget it. go straight.,original
forget it. go straight.,then what?,original
then what?,then we'll just make a u-turn.,original
then we'll just make a u-turn.,and then we can turn right at the light.,original
and then we can turn right at the light.,good idea. it will be so much quicker.,original
i need a cheap car.,how much money do you have?,original
how much money do you have?,"$1,000.",original
"$1,000.","well, that should get you something.",original
"well, that should get you something.",but i need something that's reliable.,original
but i need something that's reliable.,you need a car with low mileage.,original
you need a car with low mileage.,a car that was owned by a little old lady.,original
a car that was owned by a little old lady.,where have you looked?,original
where have you looked?,i haven't looked anywhere yet.,original
i haven't looked anywhere yet.,why not?,original
why not?,because i'll never find one for such a low price.,original
because i'll never find one for such a low price.,you're right about that. keep saving your money.,original
"good afternoon, officer.","your driver's license and registration, please.",original
"your driver's license and registration, please.",here you go.,original
here you go.,do you know why i pulled you over?,original
do you know why i pulled you over?,i have no idea. all of a sudden i heard your siren.,original
i have no idea. all of a sudden i heard your siren.,you rolled through that stop sign back there.,original
you rolled through that stop sign back there.,but i stopped!,original
but i stopped!,"no, you didn't. you slowed down, but you didn't come to a full stop.",original
"no, you didn't. you slowed down, but you didn't come to a full stop.","well, nobody else does, so why should i?",original
"well, nobody else does, so why should i?",that's not the attitude of a good driver.,original
that's not the attitude of a good driver.,but i am a good driver. i've never had a ticket in my life.,original
but i am a good driver. i've never had a ticket in my life.,"well, you've got one now. here. have a nice day.",original
$140. i can't believe it.,what are you talking about?,original
what are you talking about?,i got a ticket downtown for $140.,original
i got a ticket downtown for $140.,were you speeding?,original
were you speeding?,"no, i was crossing the street.",original
"no, i was crossing the street.",were you jaywalking?,original
were you jaywalking?,"no, i was in the crosswalk.",original
"no, i was in the crosswalk.",so why did you get a ticket?,original
so why did you get a ticket?,the officer said the red hand was blinking.,original
the officer said the red hand was blinking.,was it blinking when you entered the crosswalk?,original
was it blinking when you entered the crosswalk?,"no, the white walk sign was blinking.",original
"no, the white walk sign was blinking.",you should fight that ticket. i'll be your witness.,original
they were in a crosswalk near school at 3 a.m.,who?,original
who?,two students from usc.,original
two students from usc.,what happened?,original
what happened?,"a speeding car ran a red light, killing the girl.",original
"a speeding car ran a red light, killing the girl.",what happened to the other student?,original
what happened to the other student?,he landed on the hood of the car.,original
he landed on the hood of the car.,did he get off the hood?,original
did he get off the hood?,"no, the car stopped and the passenger pushed the injured student off the hood.",original
"no, the car stopped and the passenger pushed the injured student off the hood.",i'll bet the car continued on its way.,original
i'll bet the car continued on its way.,of course it did. why stop after you've run over two people?,original
of course it did. why stop after you've run over two people?,i hope they find them and put them in jail for life.,original
what happened to your car?,i got a dent in the parking lot.,original
i got a dent in the parking lot.,how did you get it?,original
how did you get it?,i don't know. maybe it was from a shopping cart.,original
i don't know. maybe it was from a shopping cart.,those shopping carts are dangerous.,original
those shopping carts are dangerous.,especially the metal ones.,original
especially the metal ones.,i don't park at a store that uses metal shopping carts.,original
i don't park at a store that uses metal shopping carts.,"that's a good idea, but there was a good sale at this store.",original
"that's a good idea, but there was a good sale at this store.",did you save any money on the sale?,original
did you save any money on the sale?,"yes, i did. i saved about $50.",original
"yes, i did. i saved about $50.",that's great.,original
that's great.,"yes, except this dent will cost about $150.",original
"did you see ""titanic""?",yes. it is a great movie.,original
yes. it is a great movie.,i saw it twelve times.,original
i saw it twelve times.,i saw it eight times.,original
i saw it eight times.,i have the dvd.,original
i have the dvd.,so do i.,original
so do i.,let's go to your home.,original
let's go to your home.,we can watch my dvd.,original
we can watch my dvd.,and then we can go to my home.,original
and then we can go to my home.,and watch your dvd.,original
and watch your dvd.,i always cry at the end.,original
i always cry at the end.,me too. it's so sad.,original
let's play cards.,i don't know any card games.,original
i don't know any card games.,i'll teach you one.,original
i'll teach you one.,okay. what will you teach me?,original
okay. what will you teach me?,it's called poker.,original
it's called poker.,is it easy to learn?,original
is it easy to learn?,"yes, it will only take about 30 minutes.",original
"yes, it will only take about 30 minutes.",okay. teach me how to play.,original
okay. teach me how to play.,we each get five cards.,original
we each get five cards.,"oh, look. i have four tens.",original
"oh, look. i have four tens.","that's great, but you're not supposed to tell me.",original
"that's great, but you're not supposed to tell me.","oh. sorry. okay, i don't have four tens.",original
i'm a good card player.,why is that?,original
why is that?,because i watch the other players.,original
because i watch the other players.,what do you mean?,original
what do you mean?,people will tell you if they have a good hand.,original
people will tell you if they have a good hand.,how do they do that?,original
how do they do that?,"for example, a friend of mine licks his lips.",original
"for example, a friend of mine licks his lips.","when he licks his lips, you know he has a good hand?",original
"when he licks his lips, you know he has a good hand?","i know he has a good hand, so i don't bet.",original
"i know he has a good hand, so i don't bet.",he never wins your money?,original
he never wins your money?,"nope, and it drives him crazy.",original
"nope, and it drives him crazy.",he knows you can't read his mind. maybe he thinks you're cheating.,original
"turn the radio down, please.",but i'm listening to it.,original
but i'm listening to it.,"well, listen to it more quietly.",original
"well, listen to it more quietly.",i can't wait till i grow up.,original
i can't wait till i grow up.,what will you do?,original
what will you do?,i will play the radio as loud as i want.,original
i will play the radio as loud as i want.,that's okay with me.,original
that's okay with me.,i will have a radio in every room of my house.,original
i will have a radio in every room of my house.,remind me to never visit you.,original
remind me to never visit you.,all the radios will be on extra loud.,original
all the radios will be on extra loud.,your neighbors will hate you.,original
your neighbors will hate you.,"if they don't like it, they can move.",original
i hope i win the lotto.,your chances are very small.,original
your chances are very small.,but you can't win if you don't play.,original
but you can't win if you don't play.,ha! you can't win if you do play.,original
ha! you can't win if you do play.,someone has to win.,original
someone has to win.,that's what everyone says.,original
that's what everyone says.,it might as well be me.,original
it might as well be me.,that's what everyone says.,original
that's what everyone says.,you're trying to tell me something.,original
you're trying to tell me something.,that didn't take long.,original
that didn't take long.,you think i should quit playing.,original
you think i should quit playing.,save your money for school.,original
what's on tv?,nothing much.,original
nothing much.,what about the baseball game?,original
what about the baseball game?,it got rained out.,original
it got rained out.,rained out?,original
rained out?,"yes, rained out.",original
"yes, rained out.",how could that be?,original
how could that be?,"well, you can't play baseball in a rainstorm.",original
"well, you can't play baseball in a rainstorm.",i thought they were playing under a dome.,original
i thought they were playing under a dome.,the dome doesn't close.,original
the dome doesn't close.,why doesn't it close?,original
why doesn't it close?,who knows? they said they'll fix it before next season.,original
can i try your coffee?,sure. here you go.,original
sure. here you go.,"hmm, that's not bad.",original
"hmm, that's not bad.",there's nothing in it.,original
there's nothing in it.,what do you mean?,original
what do you mean?,"i mean, it's just coffee.",original
"i mean, it's just coffee.",i figured that.,original
i figured that.,it's not too bitter for you?,original
it's not too bitter for you?,"it's a little bitter, but it's okay.",original
"it's a little bitter, but it's okay.",there's no sugar or cream in it.,original
there's no sugar or cream in it.,"no, it's a taste you have to get used to.",original
"no, it's a taste you have to get used to.",sort of like beer.,original
let's take a walk.,what's the weather like?,original
what's the weather like?,let me step outside and see.,original
let me step outside and see.,"it's a little chilly, right?",original
"it's a little chilly, right?","yes, it is.",original
"yes, it is.",i'll put on my cap.,original
i'll put on my cap.,"wear a jacket, too.",original
"wear a jacket, too.",i wonder if i should bring my gloves.,original
i wonder if i should bring my gloves.,"maybe you should, just in case it gets colder.",original
"maybe you should, just in case it gets colder.",i'll put a glove in each pocket.,original
i'll put a glove in each pocket.,we'll get warmer as we walk.,original
we'll get warmer as we walk.,"yes, but it gets colder as the sun goes down.",original
look at the car chase on tv!,that driver is crazy.,original
that driver is crazy.,i can't believe he hasn't crashed.,original
i can't believe he hasn't crashed.,how fast is he going?,original
how fast is he going?,they say he's going 80 miles per hour.,original
they say he's going 80 miles per hour.,he's going to kill someone.,original
he's going to kill someone.,look! he just hit that car.,original
look! he just hit that car.,"oh, my goodness. no one is safe on the streets.",original
"oh, my goodness. no one is safe on the streets.",now he's slowing down.,original
now he's slowing down.,maybe he ran out of gas.,original
maybe he ran out of gas.,look! he just got out of the car and started running.,original
look! he just got out of the car and started running.,i hope the police catch him.,original
tv news is so stupid.,they shouldn't even call it news.,original
they shouldn't even call it news.,last night they told us about a cat in a sofa.,original
last night they told us about a cat in a sofa.,yesterday they told us about a dog in a pipe.,original
yesterday they told us about a dog in a pipe.,last week they told us about a bear in a back yard.,original
last week they told us about a bear in a back yard.,last month they told us about a mouse in a restaurant.,original
last month they told us about a mouse in a restaurant.,the weatherman tells us the temperature in every town.,original
the weatherman tells us the temperature in every town.,the sports guy shows us players fighting.,original
the sports guy shows us players fighting.,"they always tell us ""what's next.""",original
"they always tell us ""what's next.""","they always make ""what's next"" sound exciting, but it never is.",original
"they always make ""what's next"" sound exciting, but it never is.",it's more like news for kids.,original
it's more like news for kids.,they should have kid reporters.,original
i love my computer.,computers are so cool.,original
computers are so cool.,i love to go online.,original
i love to go online.,the internet is amazing.,original
the internet is amazing.,you can travel all over the world.,original
you can travel all over the world.,i know. i went to china yesterday.,original
i know. i went to china yesterday.,what did you do?,original
what did you do?,i stood on the great wall and looked all around.,original
i stood on the great wall and looked all around.,what was it like?,original
what was it like?,it was like the real thing.,original
it was like the real thing.,it was like being there?,original
it was like being there?,"yes, i felt like i was actually there.",original
the beatles are the best.,they are the best musical group ever.,original
they are the best musical group ever.,i love all their songs.,original
i love all their songs.,i don't know which one i like the best.,original
i don't know which one i like the best.,i like the ones i can sing along with.,original
i like the ones i can sing along with.,"so do i, like ""she loves you.""",original
"so do i, like ""she loves you.""","""she loves you, yeah, yeah, yeah!...""",original
"""she loves you, yeah, yeah, yeah!...""","""and you know you should be glad!""",original
"""and you know you should be glad!""",what a great song.,original
what a great song.,"how about ""let it be?""",original
"how about ""let it be?""","oh, yes! ""let it be, let it be""",original
"oh, yes! ""let it be, let it be""","""there will be an answer, let it be!""",original
let's go to a movie.,i'd rather not.,original
i'd rather not.,why not?,original
why not?,you know i don't like crowds.,original
you know i don't like crowds.,let's go to an early movie.,original
let's go to an early movie.,"okay, that won't be very crowded.",original
"okay, that won't be very crowded.",what would you like to see?,original
what would you like to see?,"oh, i don't care. you're the one who wants to go out.",original
"oh, i don't care. you're the one who wants to go out.","well, i want to see ""the pursuit of happyness.""",original
"well, i want to see ""the pursuit of happyness.""",what have you heard about it?,original
what have you heard about it?,it's based on a true story about a divorced man and his young son.,original
it's based on a true story about a divorced man and his young son.,"well, i hope it has a happy ending.",original
what's your favorite thing to do?,i like to watch people.,original
i like to watch people.,that's your favorite thing to do?,original
that's your favorite thing to do?,"well, it's one of them.",original
"well, it's one of them.",where do you go to watch people?,original
where do you go to watch people?,my girlfriend and i sit outside starbucks.,original
my girlfriend and i sit outside starbucks.,that sounds like a good spot.,original
that sounds like a good spot.,we watch people walk by with their dogs.,original
we watch people walk by with their dogs.,i guess you see lots of different dogs.,original
i guess you see lots of different dogs.,we don't even know what kind most of them are.,original
we don't even know what kind most of them are.,"there are lots of different kinds, but they all have one thing in common.",original
"there are lots of different kinds, but they all have one thing in common.","yes, they love to sniff each other when they meet.",original
they call him father dollar bill.,"yes, he was on the tv news today.",original
"yes, he was on the tv news today.",every easter sunday he gives away money.,original
every easter sunday he gives away money.,is it his money?,original
is it his money?,no. movie stars give him money to give to homeless people.,original
no. movie stars give him money to give to homeless people.,how much money does he give away?,original
how much money does he give away?,"this year he gave away $15,000.",original
"this year he gave away $15,000.",that's a lot of money.,original
that's a lot of money.,he gave $100 to people in wheelchairs.,original
he gave $100 to people in wheelchairs.,what about the other homeless people?,original
what about the other homeless people?,they got $1 each.,original
they got $1 each.,people stood in line just to get one dollar?!,original
old movies are the best.,even though they're in black and white.,original
even though they're in black and white.,a good story is more important than color.,original
a good story is more important than color.,actors didn't curse back then.,original
actors didn't curse back then.,and there was no violence.,original
and there was no violence.,people today don't like that.,original
people today don't like that.,"no, today people like lots of action.",original
"no, today people like lots of action.",i like a good story.,original
i like a good story.,i like to see actors who are like real people.,original
i like to see actors who are like real people.,like real people with real problems.,original
like real people with real problems.,they still make movies like that.,original
they still make movies like that.,"yes, but they never make much money.",original
do you get pbs on tv?,"yes, everybody gets the public broadcasting system.",original
"yes, everybody gets the public broadcasting system.",it puts me to sleep.,original
it puts me to sleep.,tell me about it.,original
tell me about it.,a gardening show follows a knitting show.,original
a gardening show follows a knitting show.,a cooking show follows a sewing show.,original
a cooking show follows a sewing show.,a travel show follows another travel show.,original
a travel show follows another travel show.,i'll say! i've gone around the world a dozen times already!,original
i'll say! i've gone around the world a dozen times already!,now they're adding old tv shows to the old movies.,original
now they're adding old tv shows to the old movies.,i sure would like to see something interesting for a change.,original
i sure would like to see something interesting for a change.,"if more people donate money, pbs could offer new shows.",original
"if more people donate money, pbs could offer new shows.",who wants to donate? public tv should be free.,original
"i love to watch ""judge judy.""",is that a tv show?,original
is that a tv show?,yes. it's on every afternoon.,original
yes. it's on every afternoon.,what's so good about it?,original
what's so good about it?,they have interesting lawsuits.,original
they have interesting lawsuits.,such as?,original
such as?,"yesterday, a woman complained about a cell phone she bought on ebay.",original
"yesterday, a woman complained about a cell phone she bought on ebay.",was something wrong with the phone?,original
was something wrong with the phone?,it works only in canada.,original
it works only in canada.,did the seller know that?,original
did the seller know that?,"yes, and he didn't tell the buyer.",original
"yes, and he didn't tell the buyer.",i hope judge judy made the seller take the phone back.,original
that woman is a very good singer.,"yes, but she looks like a man.",original
"yes, but she looks like a man.",what difference does it make?,original
what difference does it make?,female singers are supposed to be pretty.,original
female singers are supposed to be pretty.,singers are supposed to sound good.,original
singers are supposed to sound good.,"they should look good, too.",original
"they should look good, too.",there are lots of ugly men singers.,original
there are lots of ugly men singers.,men singers don't have to look good.,original
men singers don't have to look good.,then neither do women singers.,original
then neither do women singers.,"well, i would never buy her cd.",original
"well, i would never buy her cd.",but you would buy her cd if she was pretty?,original
but you would buy her cd if she was pretty?,yes. i would buy all of her cds.,original
all the tv stations are going to go digital.,"yes, that will occur next month.",original
"yes, that will occur next month.",most of them are already broadcasting in digital.,original
most of them are already broadcasting in digital.,the digital signal is very clear.,original
the digital signal is very clear.,"oh, no, it isn't!",original
"oh, no, it isn't!",what do you mean?,original
what do you mean?,i can't get a single channel.,original
i can't get a single channel.,do you have a digital tv?,original
do you have a digital tv?,of course. but i don't have cable.,original
of course. but i don't have cable.,"you don't need to have cable, but you do need a good antenna.",original
"you don't need to have cable, but you do need a good antenna.",but i have rabbit ears.,original
but i have rabbit ears.,rabbit ears aren't strong enough. buy a digital antenna.,original
i've got a date for you.,"oh, really?",original
"oh, really?",are you interested?,original
are you interested?,maybe. what is she like?,original
maybe. what is she like?,she's got a great personality.,original
she's got a great personality.,uh-oh. that means that she's fat and ugly.,original
uh-oh. that means that she's fat and ugly.,she's cute.,original
she's cute.,"okay, so she's not ugly; she's just fat.",original
"okay, so she's not ugly; she's just fat.",she weighs 98 pounds.,original
she weighs 98 pounds.,"okay, she's not fat. so what's the problem with her?",original
"okay, she's not fat. so what's the problem with her?",who said there is a problem with her?,original
who said there is a problem with her?,the problem is she has no problemsshe's too good for me!,original
i think you're very pretty.,thank you.,original
thank you.,would you have dinner with me?,original
would you have dinner with me?,i would like to.,original
i would like to.,can i pick you up friday night?,original
can i pick you up friday night?,what time?,original
what time?,eight o'clock.,original
eight o'clock.,that sounds great.,original
that sounds great.,we'll go to a french restaurant.,original
we'll go to a french restaurant.,i've never been to a french restaurant.,original
i've never been to a french restaurant.,i think you'll love the food.,original
i think you'll love the food.,i'm not going to eat any snails!,original
you have pretty eyes.,thank you. so do you.,original
thank you. so do you.,i wish my eyes were blue.,original
i wish my eyes were blue.,what's the matter with green eyes?,original
what's the matter with green eyes?,"nothing, except my favorite color is blue.",original
"nothing, except my favorite color is blue.",maybe in your next life you'll have blue eyes.,original
maybe in your next life you'll have blue eyes.,but what if i'm a fish in my next life?,original
but what if i'm a fish in my next life?,i think some fish have blue eyes.,original
i think some fish have blue eyes.,i hope i don't come back as a fish.,original
i hope i don't come back as a fish.,i hope i come back as a cat.,original
i hope i come back as a cat.,cats have beautiful eyes.,original
cats have beautiful eyes.,i would love to have blue cat-eyes.,original
i love you.,"i love you, too.",original
"i love you, too.",i loved you the first day i saw you.,original
i loved you the first day i saw you.,it was love at first sight?,original
it was love at first sight?,"yes, it was love at first sight.",original
"yes, it was love at first sight.",i didn't love you at first.,original
i didn't love you at first.,i know. i had to chase you for a while.,original
i know. i had to chase you for a while.,"yes, you chased me and then you caught me.",original
"yes, you chased me and then you caught me.",now you're mine forever.,original
now you're mine forever.,and you're mine forever.,original
and you're mine forever.,we'll grow old together.,original
we'll grow old together.,and be happy together.,original
i'm in love with that girl.,have you told her?,original
have you told her?,of course not.,original
of course not.,why not?,original
why not?,she would laugh at me.,original
she would laugh at me.,how do you know?,original
how do you know?,because they always do.,original
because they always do.,maybe she's different.,original
maybe she's different.,they're all the same.,original
they're all the same.,just ask her out to dinner.,original
just ask her out to dinner.,and then what?,original
and then what?,and then she'll know that you like her.,original
give me a hug.,i'm not in the mood.,original
i'm not in the mood.,what's the matter?,original
what's the matter?,i saw you looking at that woman.,original
i saw you looking at that woman.,what woman?,original
what woman?,"you know, that woman with the big boobs.",original
"you know, that woman with the big boobs.",i was not looking at her.,original
i was not looking at her.,"you were, too.",original
"you were, too.",i'm not interested in her.,original
i'm not interested in her.,then why were you looking at her?,original
then why were you looking at her?,i was looking at something else.,original
i was looking at something else.,"oh, really? then spend tonight looking at the sofa.",original
would you like to go on a blind date?,you must be joking.,original
you must be joking.,"no, i'm serious.",original
"no, i'm serious.",i don't want to date a blind woman.,original
i don't want to date a blind woman.,a blind date doesn't mean that she is blind!,original
a blind date doesn't mean that she is blind!,what does it mean?,original
what does it mean?,a blind date is a date with someone you don't know.,original
a blind date is a date with someone you don't know.,why would i date someone i don't even know?,original
why would i date someone i don't even know?,to try something new and exciting.,original
to try something new and exciting.,what if i don't like her?,original
what if i don't like her?,then you don't date her again.,original
i have a date tomorrow night.,really? who with?,original
really? who with?,a girl i met at the market.,original
a girl i met at the market.,you met a girl at the supermarket?,original
you met a girl at the supermarket?,she was standing behind me in a really slow line at the checkout counter.,original
she was standing behind me in a really slow line at the checkout counter.,what did you say to her?,original
what did you say to her?,"i had two pineapples in my cart, and she asked where i had found them.",original
"i had two pineapples in my cart, and she asked where i had found them.",she asked you about your pineapples?,original
she asked you about your pineapples?,"i told her i had gotten the last two on the shelf, but i offered her one of mine.",original
"i told her i had gotten the last two on the shelf, but i offered her one of mine.",that was nice of you.,original
that was nice of you.,"she asked me how she could return the favor, so i asked her out.",original
"she asked me how she could return the favor, so i asked her out.",sometimes a slow line can be a good thing.,original
did you have a date friday night?,"yes, in fact, i did.",original
"yes, in fact, i did.",who did you go out with?,original
who did you go out with?,a man i met in a coffee shop.,original
a man i met in a coffee shop.,where did you go?,original
where did you go?,we went to a nice restaurant.,original
we went to a nice restaurant.,anywhere else?,original
anywhere else?,then we went to a jazz club.,original
then we went to a jazz club.,that sounds like a nice date.,original
that sounds like a nice date.,"yes, it was pleasant.",original
"yes, it was pleasant.",but you won't date him again?,original
but you won't date him again?,"no. he was nice, but there was no chemistry.",original
i had the worst date the other night.,what happened?,original
what happened?,"first of all, he was half an hour late.",original
"first of all, he was half an hour late.",that's not a good start.,original
that's not a good start.,then he didn't bother to apologize.,original
then he didn't bother to apologize.,that's rude.,original
that's rude.,then he drove too fast to the restaurant.,original
then he drove too fast to the restaurant.,that's dangerous.,original
that's dangerous.,i thought about getting out and taking a taxi home.,original
i thought about getting out and taking a taxi home.,what happened at the restaurant?,original
what happened at the restaurant?,"we had a $40 meal, and he left a $1 tip!",original
"we had a $40 meal, and he left a $1 tip!",i guess you can't go back to that restaurant.,original
i don't like that man.,why not?,original
why not?,he's a dirty old man.,original
he's a dirty old man.,what do you mean?,original
what do you mean?,"he's old enough to be my father, yet he asked me out.",original
"he's old enough to be my father, yet he asked me out.","well, you can't blame a man for asking.",original
"well, you can't blame a man for asking.",he should act his age.,original
he should act his age.,but a lot of old people are still interested in dating.,original
but a lot of old people are still interested in dating.,they should find a nice hobby.,original
they should find a nice hobby.,just wait until you're 50 years old.,original
just wait until you're 50 years old.,dating will be the furthest thing from my mind.,original
dating will be the furthest thing from my mind.,that's what you say now. wait till you're 50.,original
does your girlfriend ever make you angry?,sometimes.,original
sometimes.,what does she do?,original
what does she do?,"just yesterday, i told her i wouldn't trade her for all the money in the world.",original
